,nama,harga,deskripsi,detail,link gambar,link
342,DARE TO CHANGE  BERUBAHLAH  KARENA KEBERHASILAN ANDA ESOK HARI  DITENTUKAN OLEH APA YANG ANDA LAKUKAN HARI INI,"Rp.44,400 ","
          Ada pepatah mengatakan bahwa “Kesuksesan Anda juga dipengaruhi oleh siapa saja teman terdekat Anda.” Jadi, kesuksesan kita tergantung pada hubungan kita dengan orang lain atau yang disebut dengan relasi. Semakin banyak relasi kita, maka kesempatan untuk meraih kesuksesan semakin besar. Secara garis besar, untuk membangun relasi yang baik, syarat utama dan paling penting untuk menentukan keberhasilan dalam berhubungan dengan orang lain adalah sikap dan kebiasaan kita. Kedua hal tersebut sangat berpengaruh terhadap kehidupan kita, utamanya adalah pergaulan kita. Buku ini mengulas perubahan apa saja yang diperlukan untuk sukses. Anda akan diajak melakukan langkah-langkah praktis, bagaimana seharusnya mengisi hari-hari dengan tindakan terbaik. Bagaimana menjadikan hari-hari yang kita lalui berkualitas, berdaya guna, dan lebih mendekatkan diri pada kesuksesan.        ","{'Kategori': 'Pengembangan Diri', 'Ketebalan': '328 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Salsabila Ayu', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide291-cr-500x500.JPG,https://www.solusibuku.com/pengembangan-diri/dare-to-change-berubahlah-karena-keberhasilan-anda-esok-hari-ditentukan-oleh-apa-yang-anda-lakukan-hari-ini.html
343,BUKU AMPUH MEMBACA KARAKTER & KEPRIBADIAN MELALUI TULISAN TANGAN DAN TANDA TANGAN,"Rp.36,400 ","
          Sejak tahun 1990, banyak organisasi dan perusahaan Amerika menggunakan grafologi untuk proses perekrutan motivasi, dan pengujian personel mereka. Metode ini terus mereka gunakan hingga sekarang dalam setiap perekrutan karyawan di beberapa perusahaan besar. Selain hasilnya lebih akurat daripada tes psikologi, tes grafologi juga lebih bernilai ekonomis karena tidak perlu mengeluarkan biaya besar. Buku ini setidaknya mengulas tentang bagaimana penilaian tes grafologi dilakukan. Aspek apa saja yang bisa dinilai dalam tulisan setiap orang, misalnya besar huruf, tekanan, jarak antarkata, jarak antarkalimat, dan margin. Masing-masing tipe mencerminkan karakter yang berbeda-beda yang dapat dengan mudah dijadikan standar dalam penilaian rekrutmen karyawan. Selain tulisan tangan, buku ini juga mengulas dengn detail tentang tanda tangan dan kaitannya dengan kepribadian orang. Tanda tangan sering kali dianggap sebagai cerminan karakter seseorang. Lalu bagaimana cara menilainya? Apakah kemudian kita bisa mengubah jenis tulisan tangan dan tanda tangan untuk menghasilkan kepribadian yang lebih baik? Simak selengkapnya dalam buku ini!        ","{'Kategori': 'Pengembangan Diri', 'Ketebalan': '264 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Asti Musman, Sony Adams', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide292-cr-500x500.JPG,https://www.solusibuku.com/pengembangan-diri/buku-ampuh-membaca-karakter-dan-kepribadian-melalui-tulisan-tangan-dan-tanda-tangan.html
344,TRANSFORM  AWAS  BUKU INI AKAN MEMBUAT ANDA BERTRANSFORMASI MENJADI BERKALI KALI LIPAT LEBIH BAIK ,"Rp.58,800 ","
          Buku tentang perubahan yang akan membantu Anda mendobrak kebiasaan-kebiasaan buruk yang selalu menjadi belenggu dalam mencapai kesuksesan dan kebahagiaan.  Ditulis dalam bahasa yang penuh semangat, buku ini akan menjadi supportutama Anda mencapai perubahan ke arah lebih baik.  Penulis begitu lihai menempatkan cerita sisipan dalam setiap ulasannya. Tulisan ini begitu memukau. Niscaya Anda tak akan bosan membacanya        ","{'Kategori': 'Pengembangan Diri', 'Ketebalan': '440 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Dewi Indra P', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide293-cr-500x500.JPG,https://www.solusibuku.com/pengembangan-diri/transform-awas-buku-ini-akan-membuat-anda-bertransformasi-menjadi-berkalikali-lipat-lebih-baik.html
345,SENI MENDIDIK ANAK DI ERA 4 0  SEGALA HAL YANG PERLU ANDA KETAHUI DALAM MENDIDIK ANAK DI ERA MILENIAL,"Rp.47,600 ","
          Tidak ada pakem untuk pola asuh anak. Setiap orangtua punya cara sendiri untuk mengasuh anak-anak mereka. Begitu juga dengan setiap negara, yang hampir semuanya punya pola asuh tersendiri. Tidak jarang, pola asuh yang diterapkan sangat unik dan jauh dari kata mainstream. Tapi justru dari sanalah tumbuh anak-anak unggul yang cerdik, bermental tangguh, dan berkarakter kuat.  Mungkin Anda bertanya-tanya apa rahasia kebahagiaan anak-anak Denmark? Bagaimana orang-orang Finlandia membentuk karakter anak yang betah belajar meski tanpa disuruh? Bagaimana cara orang Prancis mewujudkan anak-anak yang paham sopan santun bahkan sejak masih sangat muda?  Kita semua tahu setiap anak berbeda, dan membutuhkan metode berbeda pula dalam pendekatannya. Trik-trik parenting terbaik ini telah dirangkum dari seluruh dunia. Uji cobakan yang menurut Anda terbaik bagi Anda, juga anak-anak Anda. Jangan terburu-buru, perlahan saja, nikmati prosesnya.  Sejatinya menjadi orangtua adalah seni halus yang tidak ada sekolahnya. Tapi Anda dapat belajar dari buku ini tentang bagaimana orangtua-orangtua di seluruh dunia memperlakukan anak-anak mereka. Ada yang kaku, ada yang lunak, ada juga yang telah menekankan kemandirian sejak anak-anak mereka masih sangat kecil. Tak ada yang salah. Semua hanya soal preferensi dan kecocokan. Anda akan diberikan pilihan untuk itu.        ","{'Kategori': 'Pengembangan Diri', 'Ketebalan': '276 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Asti Musman', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide294-cr-500x500.JPG,https://www.solusibuku.com/pengembangan-diri/seni-mendidik-anak-di-era-4-0-segala-hal-yang-perlu-anda-ketahui-dalam-mendidik-anak-di-era-milenial.html
346,SENI MEMENGARUHI & MENAKLUKKAN ORANG LAIN   TERBONGKAR SUDAH  CARA CARA GILA YANG DISEMBUNYIKAN PENAKLUK PUBLIK DAN TIDAK DITEMU,"Rp.35,600 ","
           Kemampuan memengaruhi dan menaklukkan orang lain bukan merupakan bakat yang didapat secara alami, melalinkan melalui berbagai latihan yang memerlukan waktu dan usaha.  Buku ini hadir untuk memandu pembaca sekalian melatih keterampilan memengaruhi dan menaklukkan orang lain dengan cara yang praktis dan dapat diaplikasikan oleh siapa pun, kapan pun, dan di mana pun. Salah satunya adalah melalui hipnosis, yaitu metode memengaruhi orang lain yang tak banyak diketahui.  Dalam buku ini, setiap bagiannya dijelaskan dengan sangat sederhana, enak, dan santai sehingga dapat dengan mudah dipahami tanpa menggunakan istilah-istilah yang sulit. Juga untuk mengenalkan dan menguraikan hipnosis dengan cara yang berbeda guna meluruskan miskonsepsi atas pengertian hipnosis yang selama ini telah tertanam dalam pikiran bawah sadar kebanyakan pembaca.        ","{'Kategori': 'Pengembangan Diri', 'Ketebalan': '232 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Rifian Candra Kusuma, S.Psi ', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide295-cr-500x500.JPG,https://www.solusibuku.com/pengembangan-diri/seni-memengaruhi-dan-menaklukkan-orang-lain-terbongkar-sudah-caracara-gila-yang-disembunyikan-penakluk-publik-dan-tidak-ditemu.html
347,101 IDE GILA JADI TAJIR MELINTIR ALA STEVE JOBS  MODAL NEKAT JADI JUTAWAN,"Rp.59,600 ","
          Tak ada yang tak kenal Apple, raksasa teknologi dari Amerika Serikat yang mengubah total arus dunia. Tapi sadarkah Anda, bahwa teknologi secanggih Apple berawal dari sebuah garasi kecil? Sadarkah Anda, bahwa p'ria pendiri Apple adalah pria yang bahkan tidak tamat kuliah? Visi, inovasi, dan keberanian adalah komposisi utama yang mendasari Steve Jobs muda berani menantang dunia kala itu. Berbekal ilmu dan ""seabreg"" kenekatan, ia dan kawannya berhasil menciptakan sebuah teknologi yang melampaui masanya. Di tangannya, titik balik peradaban manusia ditorehkan. Di tangannya pula, perkembangan teknologi dunia mencapai titik puncak dan masih terus berkembang. Nama Steve Jobs melekat kuat pada brand Apple, produsen komputer tercanggih, bahkan hingga bertahun-tahun setelah ia tiada. Dan kekayaannya ditaksir mencapai 10,2 miliar dolar pada saat kematiannya. Tapi, apa tepatnya yang dilakukan Jabs? Bagaimana dia mencapai kesuksesan dan mendapatkan kekayaannya? Trik-trik apa saja yang digunakannya dalam membangun bisnis yang kemudian melejitkan kariernya? Buku ini akan mengupas secara menyeluruh mengenai Steve Jobs, usahanya mendirikan Apple, hingga ide-ide gilanya yang mencapai 101 ide gila! Jangan sampai Anda melewatkannya, karena 101 ide gila ini takkan pernah Anda temukan dalam buku lain mana pun! Selamat menempuh jalur sukses ala miliuner,dan yang pasti,selamat menggila!        ","{'Kategori': 'Pengembangan Diri', 'Ketebalan': '416 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Danish Pranadipa', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide296-cr-500x500.JPG,https://www.solusibuku.com/pengembangan-diri/101-ide-gila-jadi-tajir-melintir-ala-steve-jobs-modal-nekat-jadi-jutawan.html
348,101 TRIK BERBICARA  MENGUPAS STRATEGI DAHSYAT MEMBANGUN KOMUNIKASI EFEKTIF DI SETIAP SITUASI,"Rp.38,000 ","
          Komunikasi adalah tulang punggung dalam kehidupan sosial kita. Tanpa keterampilan komunikasi, kemampuan untuk maju di dunia kerja dan kehidupan itu sendiri hampir mustahil dicapai. Tapi sayangnya, berbicara di depan umum adalah salah satu bentuk komunikasi yang esensial dan paling ditakuti. Padahal ini memiliki dampak yang sangat besar pada karier dan tingkat kesuksesan Anda. Seseorang yang berbicara terbata-bata di depan publik tentu tidak dapat menyakinkan publik terhadap isi pesan yang disampaikan.  Oleh karena itu, buku ini disusun dengan maksud membantu pembaca sekalian memahami bagaimana membangun komunikasi yang efekif dan meyakinkan, mengatasi rasa takut atau grogi berbicara di depan umum, dan hal-hal lain yang perlu diperhatikan dalam berbicara.         ","{'Kategori': 'Pengembangan Diri', 'Ketebalan': '264 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Ardhina Nugraheni', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide297-cr-500x500.JPG,https://www.solusibuku.com/pengembangan-diri/101-trik-berbicara-mengupas-strategi-dahsyat-membangun-komunikasi-efektif-di-setiap-situasi.html
349,MEMAHAMI LEBIH JAUH BAGAIMANA PERSEPSI DAN MINDSET MENGUASAI DIRI KITA DALAM 2 JAM,"Rp.38,800 ","
          Persepsi muncul di alam bawah sadar karena pengaruh lingkungan. Sedangkan, pola pikir adalah bagaimana pikiran kalian dibawa untuk berpikir pada sebuah masalah dan biasanya dibentuk oleh kebiasaan dan tingkat pengetahuan kita. Keduanya bisa muncul secara bersamaan, maka dari itu sebenarnya sangatlah susah untuk membedakannya. Di dunia yang serba canggih dengan level kebebasan berekspresi yang sangat bebas seperti ini, media sosial menjadi ajang paling mudah untuk membentuk dinding batas ego kita masing-masing. Diistilahkan dengan sebutan “firewall”, media sosial menjadi cara yang paling mudah untuk terhubung dengan mereka-mereka yang kita anggap sesuai dengan persepsi kita saja. Inilah sebenarnya bahaya laten persepsi kita. Ketika ia tidak bijak mengambil objek, maka tidak bijaklah ia. Inilah perlunya kita melatih mindset dan persepsi kita agar tidak salah arah dan melenceng jauh dari segala hal yang kita cita-citakan.        ","{'Kategori': 'Pengembangan Diri', 'Ketebalan': '288 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Dzul Fahmi, Kinanti Linda Rahayu', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide298-cr-500x500.JPG,https://www.solusibuku.com/pengembangan-diri/memahami-lebih-jauh-bagaimana-persepsi-dan-mindset-menguasai-diri-kita-dalam-2-jam.html
350,THE MIRACLE OF FOCUS  MEMAKSIMALKAN FOKUS  TEMBUS BATAS  RAIH SUKSES BESAR,"Rp.28,400 ","
          Tidak ada cara ajaib dan instan untuk mencapai kesuksesan! Anda harus mau bersusah payah melewati semua rintangan dan rela bercucuran keringat dalam berikhtiar.  Kerja keras memang menjadi modal utama dalam meraih kesuksesan. Ada upaya, ada hasil yang akan didapat. Ada kerja keras, ada kesuksesan yang menanti Anda di akhir cerita. Jangan pernah bermimpi menggapai keberhasilan jika Anda tak mau bersungguh-sungguh dalam berusaha.  Meski begitu, kerja keras saja ternyata tidak cukup. Ada satu hal lagi yang harus Anda miliki agar dapat berhasil menyandang kesuksesan. Apa itu? Fokus.  Fokus memiliki kekuatan luar biasa dalam mendukung Anda menuju kesuksesan. Semakin fokus Anda, pencapaian yang akan Anda raih semakin optimal. Dalam bidang apa pun, baik dalam karier, bisnis, kesehatan, maupun kehidupan pribadi. Lalu pertanyaannya sekarang, fokus seperti apakah yang harus Anda miliki dalam pencapaian kesuksesan?  Inilah pertanyaan besarnya! Buku yang ada di hadapan Anda ini mungkin bisa menjadi jawaban tepat untuk pertanyaan di atas. Buku ini berisi pembahasan yang akan menuntun Anda menjelajahi beberapa poin penting tentang fokus. Anda akan mendapatkan wawasan mengenai strategi fokus dalam mengejar impian. Lebih jauh, Anda juga akan mempelajari bagaimana cara memfokuskan diri dan apa saja yang perlu Anda fokuskan dalam usaha mencapai kesuksesan.        ","{'Kategori': 'Pengembangan Diri', 'Ketebalan': '168 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Sony Adams ', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide299-cr-500x500.JPG,https://www.solusibuku.com/pengembangan-diri/the-miracle-of-focus-memaksimalkan-fokus-tembus-batas-raih-sukses-besar.html
351,PINTAR MERENCANAKAN PENSIUN  SETELAH PENSIUN MAU APA ,"Rp.36,400 ","
          Apakah hasil dari karier Anda sekarang sudah benar-benar cukup untuk menopang kehidupan masa pensiun nanti. Pikirkanlah, pada saat kawan-kawan Anda enak menikmati masa pensiun sembari momong cucu atau olahraga pagi, apakah Anda masih ingin bekerja mencukupi kehidupan sehari-hari. Oleh karena itu, persiapan pensiun memang mesti dipikirkan secara matang sejak dini, sehingga Anda tidak akan khawatir ketika ditanya,        ","{'Kategori': 'Pengembangan Diri', 'Ketebalan': '244 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Asti Musman', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide300-cr-500x500.JPG,https://www.solusibuku.com/pengembangan-diri/pintar-merencanakan-pensiun-setelah-pensiun-mau-apa.html
352,95 CARA MENDIDIK ANAK  STRATEGI TERBAIK MEMBENTUK KARAKTER ANAK UNGGUL SEJAK DINI,"Rp.55,600 ","
          Buku ini dipersembahkan untuk Anda para orangtua.  Buku ini menyajikan informasi dasar dalam kebutuhan daily parenting yang dibungkus dalam format berbagi pengalaman. Buku ini mencoba menguraikan teori-teori dasar tentang bentuk-bentuk kecerdasan anak di setiap usia, serta jenis permainan yang dapat menjadi stimulan untuk membentuk karakter mereka.  Anda akan memperoleh trik-trik menarik dan dapat membuat jadwal bermain sendiri bagi anak setiap harinya. Anda juga akan memahami bagaimana sebuah karakter terbentuk, apa yang melatarbelakangi warna-warna karakter, dan mengapa karakter tertentu bisa terbentuk sedangkan karakter lainnya terpuruk? Apa faktor fundamentalnya?  Buku ini akan sangat membantu Anda yang saat ini sedang berusaha mencetak generasi yang berkarakter. Resume atas perlakuan Anda pada masa 5 tahun kehidupan pertama anak, akan menampakkan hasil pada karakter tingkah laku anak ketika nantinya dia menginjak usia 6 tahun. Segalanya berjalan searah. Jika perlakuan kita sebagai orangtua dalam memenuhi kebutuhan dasar anak sudah baik pada 5 tahun pertama kehidupannya, otomatis resume kehidupan masa depan anak juga baik, begitupun sebaliknya. Mari sama-sama mencetak generasi berkarakter.         ","{'Kategori': 'Pengembangan Diri', 'Ketebalan': '320 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Ratna WP', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide301-cr-500x500.JPG,https://www.solusibuku.com/pengembangan-diri/95-cara-mendidik-anak-strategi-terbaik-membentuk-karakter-anak-unggul-sejak-dini.html
353,BUKU SAKTI BERDEBAT  MEMBONGKAR STRATEGI DAHSYAT MEMENANGKAN PERDEBATAN SECARA CERDAS DI SETIAP SITUASI,"Rp.39,600 ","
          Debat bukan merupakan hal yang asing lagi bagi kita. Kita sudah sering melihat berbagai format debat di televisi, baik itu debat dalam bincang-bincang perihal politik, hukum, dan sosial, maupun debat calon pimpinan daerah dan debat kandidat presiden negeri ini. Pada dasarnya, perdebatan atau adu ngotot argumentasi adalah sesuatu yang tidak terelakkan dalam kehidupan kita sehari-hari. Ada banyak orang yang memiliki stigma negatif saat mendengar kata “debat” disebutkan. Padahal, dari debat itu sendiri sebenarnya memiliki sejumlah manfaat yang tanpa kita sadari akan bisa kita dapatkan, seperti pengambilan keputusan, membuka pikiran, public speaking, dan kepercayaan diri  Mempelajari keterampilan argumentasi dan debat bisa membantu Anda mendorong kepemimpinan terhadap kontroversi di sekeliling Anda. Sering kali intuisi dan pendirian kita mungkin mendasari atau terkadang menolak argumentasi kita sehingga keterampilan-keterampilan ini akan diperlukan untuk mengimbangi antara sisi yang nonrasional dan rasional.         ","{'Kategori': 'Pengembangan Diri', 'Ketebalan': '232 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Adhani J', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide302-cr-500x500.JPG,https://www.solusibuku.com/pengembangan-diri/buku-sakti-berdebat-membongkar-strategi-dahsyat-memenangkan-perdebatan-secara-cerdas-di-setiap-situasi.html
354,TEKNIK BERBICARA YANG TIDAK DIKETAHUI  MENGUPAS RAHASIA BESAR SENI KOMUNIKASI YANG TIDAK PERNAH DIAJARKAN,"Rp.35,600 ","
          Berbicara adalah hal yang sangat mudah. Bagaimana tidak, kita setiap hari berbicara, sepanjang waktu. Dengan intensitas berbicara yang begitu sering, seharusnya banyak orang telah menjadi pembicara andal, bukan? Tapi, kenapa berbicara sering dianggap hal yang sulit dan mrepotkan?  Apalagi, kalau sudah harus berbicara dengan orang asing, atau malah di depan umum. Banyak yang menganggapnya sebagai tugas mengerikan.  Buku ini menyajikan berbagai seluk beluk menarik tentang teknik berbicara. Berbagai hal yang diharapkan bisa menuntunmu menjadi pembicara yang menganggumkan dan digemari banyak orang. Cek apakah ada teknik berbicara yang tidak diketahui, yang wajib kamu tahu dari buku ini         ","{'Kategori': 'Pengembangan Diri', 'Ketebalan': '228 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Hasna Wijayati, Indriyana Rachmawati', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide303-cr-500x500.JPG,https://www.solusibuku.com/pengembangan-diri/teknik-berbicara-yang-tidak-diketahui-mengupas-rahasia-besar-seni-komunikasi-yang-tidak-pernah-diajarkan.html
355,BUKU BABON MEMBACA KARAKTER DAN KEPRIBADIAN  KETAHUI KARAKTER LAWAN BICARA ANDA SECARA KOMPREHENSIF KURANG DARI 1 MENIT,"Rp.38,000 ","
          Kepribadian manusia memegang peranan penting dalam kehidupan. Kepribadian banyak dipelajari, selain sebagai sarana beradaptasi, juga sebagai modal utama mewujudkan hidup yang damai, aman, nyaman, sejahtera, dan terhubung baik dengan sesama.           ","{'Kategori': 'Pengembangan Diri', 'Ketebalan': '260 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Harfi Muthia Rahmi, S.Psi, M.Psi', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide304-cr-500x500.JPG,https://www.solusibuku.com/pengembangan-diri/buku-babon-membaca-karakter-dan-kepribadian-ketahui-karakter-lawan-bicara-anda-secara-komprehensif-kurang-dari-1-menit.html
356,REMEDIJIWA  MENEMUKAN MAKNA DALAM KISAH UNTUK MEMAHAMI HIDUP,"Rp.35,600 ","
           Musibah adalah salah satu karunia Tuhan, meskipun kata musibah terdengar sakit, dengan adanya musibah kita akan lebih merasa bersyukur. Bahkan, mungkin kita harus merasakan kegagalan, supaya memahami makna keberhasilan. Ketika, semua usaha dan doa sudah kita lakukan, namun tiada hasil, maka serahkan semuanya kepada Tuhan. Buku ini mewakili nasihat-nasihat yang diperlukan untuk memotivasi diri dalam menghadapi ujian. Kisah-kisah inspiratif yang disajikan dalam konten buku ini merupakan refleksi diri bagi pembaca untuk menghadapi lika-liku hidup.        ","{'Kategori': 'Pengembangan Diri', 'Ketebalan': '176 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Karin ', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide305-cr-500x500.JPG,https://www.solusibuku.com/pengembangan-diri/remedijiwa-menemukan-makna-dalam-kisah-untuk-memahami-hidup.html
357,21 HARI MENGUBAH KEBIASAAN BURUK,"Rp.46,000 ","
          Kebiasaan yang menurut kita tidak bermasalah, bisa jadi merupakan kebiasaan yang merugikan diri kita dan orang-orang di sekeliling kita, dan seringnya hal demikian tidak benar-benar kita sadari sehingga kita terus melakukan kebiasaan tersebut setiap harinya. Nah, buku ini hadir untuk membantu Anda menyadari sekaligus melenyapkan kebiasaan-kebiasaan buruk tersebut, entah kebiasaan menyepelekan waktu, kebiasaan meremehkan, kebiasaan hidup boros, atau kebiasaan tak sehat yang membuat tubuh sakit-sakitan.        ","{'Kategori': 'Pengembangan Diri', 'Ketebalan': '256 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Nufi Wibisana', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide306-cr-500x500.JPG,https://www.solusibuku.com/pengembangan-diri/21-hari-mengubah-kebiasaan-buruk.html
358,APA YANG STEVE JOBS LAKUKAN KETIKA KITA TIDUR ,"Rp.54,000 ","
          Steve Jobs, sang pendiri Apple, merupakan mahasiswa drop out dari Reed College. Saat itu, ia beranggapan bahwa uang yang orang tuanya habiskan untuk membiayai pendidikannya tidak sepadan dengan apa yang ia dapatkan di bangku kuliah. Meskipun demikian, Jobs selalu berproses. Dalam kehidupannya, ia mendapatkan lebih banyak ilmu di luar pendidikan resminya. Kisah spiritualisme, kehilangan, serta mendapatkan cinta adalah bagian dari diri Jobs yang menuntunnya untuk mendapatkan kesuksesan. Bukan hanya itu, Jobs bahkan menjadi pelopor yang membuat desain-desain inovatif dan mampu menjadi contoh bagi perusahaan di bidang yang sama.        ","{'Kategori': 'Pengembangan Diri', 'Ketebalan': '320 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Riana Lyn', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide307-cr-500x500.JPG,https://www.solusibuku.com/pengembangan-diri/apa-yang-steve-jobs-lakukan-ketika-kita-tidur.html
359,CARA INSTAN MENGUBAH KEBIASAAN BURUK,"Rp.44,400 ","
          Jika hidup benar sebuah pilihan, maka apa pun yang ada di dalamnya juga merupakan sebuah pilihan. Pilihan yang kita yakini dan terapkan dalam kehidupan sehari-hari memberi label manusia seperti apakah kita ini. Kebisaan kita sehari-hari akan membentuk diri dan kepribadian kita.  Meski begitu, bukan berarti lantas kita sudah tidak bisa menciptakan pilihan baru. Sebab, ketika kita membiarkan kebiasaan buruk mengambil kendali atas hidup kita, maka kebiasaan buruk ini akan menghambat jalan kita meraih kesuksesan. Dan itu adalah pilihan yang buruk. Siapa sih di semesta ini yang tidak ingin hidup sukses?  Jangan sibuk menyangkal jika kita memiliki kekurangan dan menjadi manusia paling sombong, juga jangan terlalu bersedih dan menyesal atas kekurangan dan kebiasaan-kebiasaan buruk yang selama ini kita lakukan. Mereka ada untuk kita terima, mereka ada untuk kita perbaiki. Jadi, sudahkah kamu siap melakukan perubahan?         ","{'Kategori': 'Pengembangan Diri', 'Ketebalan': '212 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Akata', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide308-cr-500x500.JPG,https://www.solusibuku.com/pengembangan-diri/cara-instan-mengubah-kebiasaan-buruk.html
